author_country,author_institute_name,author_name,author_id,co_author_id,co_author_name,co_institute_id,co_publications,co_author_country,co_author_institute_name
India,Homi Bhabha National Institute,Chandan Danani,6503946484,57208851358,Manoj Warrier,60033473,2,India,Bhabha Atomic Research Centre
India,Homi Bhabha National Institute,Chandan Danani,6503946484,57209327736,Debapriya Mandal,60033473,1,India,Bhabha Atomic Research Centre
India,Homi Bhabha National Institute,Chandan Danani,6503946484,57209918700,Amitabh K. Das,60033473,1,India,Bhabha Atomic Research Centre
India,Homi Bhabha National Institute,Chandan Danani,6503946484,57210150880,V. Vasava,60014409,1,India,Institute for Plasma Research
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,6602080475,Devendra Jalihal,60025757,1,India,Indian Institute of Technology Madras
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,6603357551,S. Bhashyam,60025757,1,India,Indian Institute of Technology Madras
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,35078837200,Nandita Lavanis,60025757,1,India,"Indian Institute of Technology, Madras"
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,56303422000,Amrutraj Joshi,60025757,1,India,"Indian Institute of Technology, Madras"
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,56637394600,Sanjay Ghosh,60026851,1,United Kingdom,University of Oxford
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,57151060400,Neelakandan Rajamohan,60010618,2,India,Vellore Institute of Technology
India,"Indian Institute of Technology Madras, Department of Electrical Engineering",Arun Pachai Kannu,6503996479,57194563794,Nitin Jonathan Myers,60013372,1,United States,University of Texas at Austin
